38999;67;"Вх. Конус + Вых. Муфта";;0;1;UG-038-9;;10;;;;"/UserFiles/Image/Catalog/conechniki/КМуфт.svg ";0;124;0;шт.;;0;Скрытые/Услуги/мпо1м;"/UserFiles/Image/Catalog/conechniki/КМуфт.svg ";1740724307;05926e8fc155fab038c7a521bd2c85d2
38998;67;"Вх. Цилиндр + Вых. Муфта";;0;1;UG-038-8;;9;;;;"/UserFiles/Image/Catalog/conechniki/ЦМуфт.svg ";0;124;0;шт.;;0;Скрытые/Услуги/мпо1м;"/UserFiles/Image/Catalog/conechniki/ЦМуфт.svg ";1740724307;05926e8fc155fab038c7a521bd2c85d2
38997;67;"Вх. Конус + Вых. Полый шпонка";;0;1;UG-038-7;;8;;;;"/UserFiles/Image/Catalog/conechniki/КШпонка.svg ";0;124;0;шт.;;0;Скрытые/Услуги/мпо1м;"/UserFiles/Image/Catalog/conechniki/КШпонка.svg ";1740724307;05926e8fc155fab038c7a521bd2c85d2
38996;67;"Вх. Цилиндр + Вых. Полый шпонка";;0;1;UG-038-6;;7;;;;"/UserFiles/Image/Catalog/conechniki/ЦШпонка.svg ";0;124;0;шт.;;0;Скрытые/Услуги/мпо1м;"/UserFiles/Image/Catalog/conechniki/ЦШпонка.svg ";1740724307;05926e8fc155fab038c7a521bd2c85d2
38995;67;"Вх. Конус + Вых. Полый шлицы";;0;1;UG-038-5;;6;;;;"/UserFiles/Image/Catalog/conechniki/КШлиц.svg ";0;124;0;шт.;;0;Скрытые/Услуги/мпо1м;"/UserFiles/Image/Catalog/conechniki/КШлиц.svg ";1740724307;05926e8fc155fab038c7a521bd2c85d2
38994;67;"Вх. Цилиндр + Вых. Полый шлицы";;0;1;UG-038-4;;5;;;;"/UserFiles/Image/Catalog/conechniki/ЦШлиц.svg ";0;124;0;шт.;;0;Скрытые/Услуги/мпо1м;"/UserFiles/Image/Catalog/conechniki/ЦШлиц.svg ";1740724307;05926e8fc155fab038c7a521bd2c85d2
38993;67;"Вх. Цилиндр + Вых. Конус";;0;1;UG-038-3;;4;;;;"/UserFiles/Image/Catalog/conechniki/ЦК.svg ";0;124;0;шт.;;0;Скрытые/Услуги/мпо1м;"/UserFiles/Image/Catalog/conechniki/ЦК.svg ";1740724307;05926e8fc155fab038c7a521bd2c85d2
38992;67;"Вх. Конус + Вых. Цилиндр";;0;1;UG-038-2;;3;;;;"/UserFiles/Image/Catalog/conechniki/КЦ.svg ";0;124;0;шт.;;0;Скрытые/Услуги/мпо1м;"/UserFiles/Image/Catalog/conechniki/КЦ.svg ";1740724307;05926e8fc155fab038c7a521bd2c85d2
38991;67;"Вх. Цилиндр + Вых. Цилиндр";;0;1;UG-038-1;;2;;;;"/UserFiles/Image/Catalog/conechniki/ЦЦ.svg ";0;124;0;шт.;;0;Скрытые/Услуги/мпо1м;"/UserFiles/Image/Catalog/conechniki/ЦЦ.svg ";1740724307;05926e8fc155fab038c7a521bd2c85d2
38990;67;"Вх. Конус + Вых. Конус";;0;1;UG-038-0;;1;;;;"/UserFiles/Image/Catalog/conechniki/КК.svg ";0;124;0;шт.;;0;Скрытые/Услуги/мпо1м;"/UserFiles/Image/Catalog/conechniki/КК.svg ";1740724307;05926e8fc155fab038c7a521bd2c85d2
38126;69;"Мотор-редуктор МПО1М-10-7,34-3/195-ВК-У1";;117700;1;;;20;"Мотор-редуктор МПО1М-10-7,34-3/195-ВК-У1";"Мотор-редуктор МПО1М-10-7,34-3/195-ВК-У1";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-3/195-ВК-У1";;;1;7,34-3/195;124;0;шт.;ВК;0;"У1/Агрегаты У1";1740724308;05926e8fc155fab038c7a521bd2c85d2
38125;69;"Мотор-редуктор МПО1М-10-5,74-7,5/170-ВК-У1";;117440;1;;;19;"Мотор-редуктор МПО1М-10-5,74-7,5/170-ВК-У1";"Мотор-редуктор МПО1М-10-5,74-7,5/170-ВК-У1";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-7,5/170-ВК-У1";;;1;5,74-7,5/170;124;0;шт.;ВК;0;"У1/Агрегаты У1";1740724308;05926e8fc155fab038c7a521bd2c85d2
38124;69;"Мотор-редуктор МПО1М-10-5,74-5,5/170-ВК-У1";;117180;1;;;18;"Мотор-редуктор МПО1М-10-5,74-5,5/170-ВК-У1";"Мотор-редуктор МПО1М-10-5,74-5,5/170-ВК-У1";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-5,5/170-ВК-У1";;;1;5,74-5,5/170;124;0;шт.;ВК;0;"У1/Агрегаты У1";1740724308;05926e8fc155fab038c7a521bd2c85d2
38123;69;"Мотор-редуктор МПО1М-10-5,74-3/170-ВК-У1";;116920;1;;;17;"Мотор-редуктор МПО1М-10-5,74-3/170-ВК-У1";"Мотор-редуктор МПО1М-10-5,74-3/170-ВК-У1";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-3/170-ВК-У1";;;1;5,74-3/170;124;0;шт.;ВК;0;"У1/Агрегаты У1";1740724308;05926e8fc155fab038c7a521bd2c85d2
38122;69;"Мотор-редуктор МПО1М-10-7,34-7,5/130-ВК-У1";;116660;1;;;16;"Мотор-редуктор МПО1М-10-7,34-7,5/130-ВК-У1";"Мотор-редуктор МПО1М-10-7,34-7,5/130-ВК-У1";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-7,5/130-ВК-У1";;;1;7,34-7,5/130;124;0;шт.;ВК;0;"У1/Агрегаты У1";1740724308;05926e8fc155fab038c7a521bd2c85d2
38121;69;"Мотор-редуктор МПО1М-10-7,34-5,5/130-ВК-У1";;116400;1;;;15;"Мотор-редуктор МПО1М-10-7,34-5,5/130-ВК-У1";"Мотор-редуктор МПО1М-10-7,34-5,5/130-ВК-У1";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-5,5/130-ВК-У1";;;1;7,34-5,5/130;124;0;шт.;ВК;0;"У1/Агрегаты У1";1740724308;05926e8fc155fab038c7a521bd2c85d2
38120;69;"Мотор-редуктор МПО1М-10-7,34-3/130-ВК-У1";;116140;1;;;14;"Мотор-редуктор МПО1М-10-7,34-3/130-ВК-У1";"Мотор-редуктор МПО1М-10-7,34-3/130-ВК-У1";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-3/130-ВК-У1";;;1;7,34-3/130;124;0;шт.;ВК;0;"У1/Агрегаты У1";1740724308;05926e8fc155fab038c7a521bd2c85d2
38119;69;"Мотор-редуктор МПО1М-10-5,74-7,5/250-В-У1";;115880;1;;;13;"Мотор-редуктор МПО1М-10-5,74-7,5/250-В-У1";"Мотор-редуктор МПО1М-10-5,74-7,5/250-В-У1";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-7,5/250-В-У1";;;1;5,74-7,5/250;124;0;шт.;В;0;"У1/Агрегаты У1";1740724308;05926e8fc155fab038c7a521bd2c85d2
38118;69;"Мотор-редуктор МПО1М-10-5,74-5,5/250-В-У1";;115620;1;;;12;"Мотор-редуктор МПО1М-10-5,74-5,5/250-В-У1";"Мотор-редуктор МПО1М-10-5,74-5,5/250-В-У1";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-5,5/250-В-У1";;;1;5,74-5,5/250;124;0;шт.;В;0;"У1/Агрегаты У1";1740724308;05926e8fc155fab038c7a521bd2c85d2
38117;69;"Мотор-редуктор МПО1М-10-5,74-3/250-В-У1";;115360;1;;;11;"Мотор-редуктор МПО1М-10-5,74-3/250-В-У1";"Мотор-редуктор МПО1М-10-5,74-3/250-В-У1";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-3/250-В-У1";;;1;5,74-3/250;124;0;шт.;В;0;"У1/Агрегаты У1";1740724308;05926e8fc155fab038c7a521bd2c85d2
38116;69;"Мотор-редуктор МПО1М-10-7,34-11/195-В-У1";;115100;1;;;10;"Мотор-редуктор МПО1М-10-7,34-11/195-В-У1";"Мотор-редуктор МПО1М-10-7,34-11/195-В-У1";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-11/195-В-У1";;;1;7,34-11/195;124;0;шт.;В;0;"У1/Агрегаты У1";1740724308;05926e8fc155fab038c7a521bd2c85d2
38115;69;"Мотор-редуктор МПО1М-10-7,34-7,5/195-В-У1";;114840;1;;;9;"Мотор-редуктор МПО1М-10-7,34-7,5/195-В-У1";"Мотор-редуктор МПО1М-10-7,34-7,5/195-В-У1";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-7,5/195-В-У1";;;1;7,34-7,5/195;124;0;шт.;В;0;"У1/Агрегаты У1";1740724308;05926e8fc155fab038c7a521bd2c85d2
38114;69;"Мотор-редуктор МПО1М-10-7,34-5,5/195-В-У1";;114580;1;;;8;"Мотор-редуктор МПО1М-10-7,34-5,5/195-В-У1";"Мотор-редуктор МПО1М-10-7,34-5,5/195-В-У1";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-5,5/195-В-У1";;;1;7,34-5,5/195;124;0;шт.;В;0;"У1/Агрегаты У1";1740724308;05926e8fc155fab038c7a521bd2c85d2
38113;69;"Мотор-редуктор МПО1М-10-7,34-3/195-В-У1";;114320;1;;;7;"Мотор-редуктор МПО1М-10-7,34-3/195-В-У1";"Мотор-редуктор МПО1М-10-7,34-3/195-В-У1";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-3/195-В-У1";;;1;7,34-3/195;124;0;шт.;В;0;"У1/Агрегаты У1";1740724308;05926e8fc155fab038c7a521bd2c85d2
38112;69;"Мотор-редуктор МПО1М-10-5,74-7,5/170-В-У1";;114060;1;;;6;"Мотор-редуктор МПО1М-10-5,74-7,5/170-В-У1";"Мотор-редуктор МПО1М-10-5,74-7,5/170-В-У1";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-7,5/170-В-У1";;;1;5,74-7,5/170;124;0;шт.;В;0;"У1/Агрегаты У1";1740724308;05926e8fc155fab038c7a521bd2c85d2
38111;69;"Мотор-редуктор МПО1М-10-5,74-5,5/170-В-У1";;113800;1;;;5;"Мотор-редуктор МПО1М-10-5,74-5,5/170-В-У1";"Мотор-редуктор МПО1М-10-5,74-5,5/170-В-У1";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-5,5/170-В-У1";;;1;5,74-5,5/170;124;0;шт.;В;0;"У1/Агрегаты У1";1740724308;05926e8fc155fab038c7a521bd2c85d2
38110;69;"Мотор-редуктор МПО1М-10-5,74-3/170-В-У1";;113540;1;;;4;"Мотор-редуктор МПО1М-10-5,74-3/170-В-У1";"Мотор-редуктор МПО1М-10-5,74-3/170-В-У1";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-3/170-В-У1";;;1;5,74-3/170;124;0;шт.;В;0;"У1/Агрегаты У1";1740724308;05926e8fc155fab038c7a521bd2c85d2
38109;69;"Мотор-редуктор МПО1М-10-7,34-7,5/130-В-У1";;113280;1;;;3;"Мотор-редуктор МПО1М-10-7,34-7,5/130-В-У1";"Мотор-редуктор МПО1М-10-7,34-7,5/130-В-У1";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-7,5/130-В-У1";;;1;7,34-7,5/130;124;0;шт.;В;0;"У1/Агрегаты У1";1740724308;05926e8fc155fab038c7a521bd2c85d2
38108;69;"Мотор-редуктор МПО1М-10-7,34-5,5/130-В-У1";;113020;1;;;2;"Мотор-редуктор МПО1М-10-7,34-5,5/130-В-У1";"Мотор-редуктор МПО1М-10-7,34-5,5/130-В-У1";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-5,5/130-В-У1";;;1;7,34-5,5/130;124;0;шт.;В;0;"У1/Агрегаты У1";1740724308;05926e8fc155fab038c7a521bd2c85d2
38106;69;"Мотор-редуктор МПО1М-10-У1";"<p><strong>Мотор-редуктор МПО1М-10</strong> — это высококачественное устройство, сочетающее в себе электродвигатель и редуктор в одном корпусе. Оно обеспечивает эффективное преобразование и передачу крутящего момента, что делает его незаменимым в различных отраслях <strong>промышленности</strong>.</p>
<p>Мотор-редуктор МПО1М-10 отличается <strong>надежностью</strong>, <strong>долговечностью</strong> и простотой в эксплуатации. Его компактная конструкция позволяет легко интегрировать устройство в существующие системы, а высокая производительность гарантирует стабильную работу даже в условиях интенсивной эксплуатации.</p>
<p>Этот мотор-редуктор подходит для использования в <strong>конвейерных линиях</strong>, <strong>подъемных механизмах</strong>, насосах, вентиляторах и другом промышленном оборудовании. Благодаря своей универсальности и надежности, <strong>МПО1М-10</strong> является отличным выбором для предприятий, стремящихся к повышению эффективности своих производственных процессов.</p> ";112500;1;KG-038-3;"a:4:{i:168;a:1:{i:0;s:3:""420"";}i:169;a:1:{i:0;s:3:""421"";}i:170;a:1:{i:0;s:3:""422"";}i:171;a:1:{i:0;s:3:""423"";}}";1;"Мотор-редуктор МПО1М-10-У1";"Мотор-редуктор МПО1М-10-У1";"мпо,мпо1м,мпо1м-10,мотор-редуктор,мотор-редуктор МПО1М-10-7,34-3/130-У1";/UserFiles/Image/Catalog/mr/Mpo_krangear.jpg;0;"8107,38108,38109,38110,38111,38112,38113,38114,38115,38116,38117,38118,38119,38120,38121,38122,38123,38124,38125,38126,38127,38128,38129,38130,38131,38132,38133,38134,38135,38136,38137,38138,38139,38140,38141,38142,38143,38144,38145,38146,38147,38148,38149,38150,38151,38152,38153,38154,38155,38156,38157,38158 ";124;45000;шт.;;38990,38991,38992,38993,38994,38995,38996,38997,38998,38999;"У1/Агрегаты У1";i168-420ii169-421ii170-422ii171-423i;/UserFiles/Image/Catalog/mr/Mpo_krangear.jpg;1740724308;05926e8fc155fab038c7a521bd2c85d2
38105;70;"Мотор-редуктор МПО1М-10-5,74-7,5/250-Ф2П-У2";;126020;1;;;52;"Мотор-редуктор МПО1М-10-5,74-7,5/250-Ф2П-У2";"Мотор-редуктор МПО1М-10-5,74-7,5/250-Ф2П-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-7,5/250-Ф2П-У2";;;1;5,74-7,5/250;124;0;шт.;Ф2П;0;"У2/Агрегаты У2";1740724308;05926e8fc155fab038c7a521bd2c85d2
38104;70;"Мотор-редуктор МПО1М-10-5,74-5,5/250-Ф2П-У2";;125760;1;;;51;"Мотор-редуктор МПО1М-10-5,74-5,5/250-Ф2П-У2";"Мотор-редуктор МПО1М-10-5,74-5,5/250-Ф2П-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-5,5/250-Ф2П-У2";;;1;5,74-5,5/250;124;0;шт.;Ф2П;0;"У2/Агрегаты У2";1740724308;05926e8fc155fab038c7a521bd2c85d2
38103;70;"Мотор-редуктор МПО1М-10-5,74-3/250-Ф2П-У2";;125500;1;;;50;"Мотор-редуктор МПО1М-10-5,74-3/250-Ф2П-У2";"Мотор-редуктор МПО1М-10-5,74-3/250-Ф2П-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-3/250-Ф2П-У2";;;1;5,74-3/250;124;0;шт.;Ф2П;0;"У2/Агрегаты У2";1740724308;05926e8fc155fab038c7a521bd2c85d2
38102;70;"Мотор-редуктор МПО1М-10-7,34-11/195-Ф2П-У2";;125240;1;;;49;"Мотор-редуктор МПО1М-10-7,34-11/195-Ф2П-У2";"Мотор-редуктор МПО1М-10-7,34-11/195-Ф2П-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-11/195-Ф2П-У2";;;1;7,34-11/195;124;0;шт.;Ф2П;0;"У2/Агрегаты У2";1740724308;05926e8fc155fab038c7a521bd2c85d2
38101;70;"Мотор-редуктор МПО1М-10-7,34-7,5/195-Ф2П-У2";;124980;1;;;48;"Мотор-редуктор МПО1М-10-7,34-7,5/195-Ф2П-У2";"Мотор-редуктор МПО1М-10-7,34-7,5/195-Ф2П-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-7,5/195-Ф2П-У2";;;1;7,34-7,5/195;124;0;шт.;Ф2П;0;"У2/Агрегаты У2";1740724308;05926e8fc155fab038c7a521bd2c85d2
38100;70;"Мотор-редуктор МПО1М-10-7,34-5,5/195-Ф2П-У2";;124720;1;;;47;"Мотор-редуктор МПО1М-10-7,34-5,5/195-Ф2П-У2";"Мотор-редуктор МПО1М-10-7,34-5,5/195-Ф2П-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-5,5/195-Ф2П-У2";;;1;7,34-5,5/195;124;0;шт.;Ф2П;0;"У2/Агрегаты У2";1740724308;05926e8fc155fab038c7a521bd2c85d2
38099;70;"Мотор-редуктор МПО1М-10-7,34-3/195-Ф2П-У2";;124460;1;;;46;"Мотор-редуктор МПО1М-10-7,34-3/195-Ф2П-У2";"Мотор-редуктор МПО1М-10-7,34-3/195-Ф2П-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-3/195-Ф2П-У2";;;1;7,34-3/195;124;0;шт.;Ф2П;0;"У2/Агрегаты У2";1740724308;05926e8fc155fab038c7a521bd2c85d2
38098;70;"Мотор-редуктор МПО1М-10-5,74-7,5/170-Ф2П-У2";;124200;1;;;45;"Мотор-редуктор МПО1М-10-5,74-7,5/170-Ф2П-У2";"Мотор-редуктор МПО1М-10-5,74-7,5/170-Ф2П-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-7,5/170-Ф2П-У2";;;1;5,74-7,5/170;124;0;шт.;Ф2П;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38097;70;"Мотор-редуктор МПО1М-10-5,74-5,5/170-Ф2П-У2";;123940;1;;;44;"Мотор-редуктор МПО1М-10-5,74-5,5/170-Ф2П-У2";"Мотор-редуктор МПО1М-10-5,74-5,5/170-Ф2П-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-5,5/170-Ф2П-У2";;;1;5,74-5,5/170;124;0;шт.;Ф2П;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38096;70;"Мотор-редуктор МПО1М-10-5,74-3/170-Ф2П-У2";;123680;1;;;43;"Мотор-редуктор МПО1М-10-5,74-3/170-Ф2П-У2";"Мотор-редуктор МПО1М-10-5,74-3/170-Ф2П-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-3/170-Ф2П-У2";;;1;5,74-3/170;124;0;шт.;Ф2П;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38095;70;"Мотор-редуктор МПО1М-10-7,34-7,5/130-Ф2П-У2";;123420;1;;;42;"Мотор-редуктор МПО1М-10-7,34-7,5/130-Ф2П-У2";"Мотор-редуктор МПО1М-10-7,34-7,5/130-Ф2П-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-7,5/130-Ф2П-У2";;;1;7,34-7,5/130;124;0;шт.;Ф2П;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38094;70;"Мотор-редуктор МПО1М-10-7,34-5,5/130-Ф2П-У2";;123160;1;;;41;"Мотор-редуктор МПО1М-10-7,34-5,5/130-Ф2П-У2";"Мотор-редуктор МПО1М-10-7,34-5,5/130-Ф2П-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-5,5/130-Ф2П-У2";;;1;7,34-5,5/130;124;0;шт.;Ф2П;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38093;70;"Мотор-редуктор МПО1М-10-7,34-3/130-Ф2П-У2";;122900;1;;;40;"Мотор-редуктор МПО1М-10-7,34-3/130-Ф2П-У2";"Мотор-редуктор МПО1М-10-7,34-3/130-Ф2П-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-3/130-Ф2П-У2";;;1;7,34-3/130;124;0;шт.;Ф2П;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38092;70;"Мотор-редуктор МПО1М-10-5,74-7,5/250-Ф2В-У2";;122640;1;;;39;"Мотор-редуктор МПО1М-10-5,74-7,5/250-Ф2В-У2";"Мотор-редуктор МПО1М-10-5,74-7,5/250-Ф2В-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-7,5/250-Ф2В-У2";;;1;5,74-7,5/250;124;0;шт.;Ф2В;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38091;70;"Мотор-редуктор МПО1М-10-5,74-5,5/250-Ф2В-У2";;122380;1;;;38;"Мотор-редуктор МПО1М-10-5,74-5,5/250-Ф2В-У2";"Мотор-редуктор МПО1М-10-5,74-5,5/250-Ф2В-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-5,5/250-Ф2В-У2";;;1;5,74-5,5/250;124;0;шт.;Ф2В;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38090;70;"Мотор-редуктор МПО1М-10-5,74-3/250-Ф2В-У2";;122120;1;;;37;"Мотор-редуктор МПО1М-10-5,74-3/250-Ф2В-У2";"Мотор-редуктор МПО1М-10-5,74-3/250-Ф2В-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-3/250-Ф2В-У2";;;1;5,74-3/250;124;0;шт.;Ф2В;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38089;70;"Мотор-редуктор МПО1М-10-7,34-11/195-Ф2В-У2";;121860;1;;;36;"Мотор-редуктор МПО1М-10-7,34-11/195-Ф2В-У2";"Мотор-редуктор МПО1М-10-7,34-11/195-Ф2В-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-11/195-Ф2В-У2";;;1;7,34-11/195;124;0;шт.;Ф2В;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38088;70;"Мотор-редуктор МПО1М-10-7,34-7,5/195-Ф2В-У2";;121600;1;;;35;"Мотор-редуктор МПО1М-10-7,34-7,5/195-Ф2В-У2";"Мотор-редуктор МПО1М-10-7,34-7,5/195-Ф2В-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-7,5/195-Ф2В-У2";;;1;7,34-7,5/195;124;0;шт.;Ф2В;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38087;70;"Мотор-редуктор МПО1М-10-7,34-5,5/195-Ф2В-У2";;121340;1;;;34;"Мотор-редуктор МПО1М-10-7,34-5,5/195-Ф2В-У2";"Мотор-редуктор МПО1М-10-7,34-5,5/195-Ф2В-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-5,5/195-Ф2В-У2";;;1;7,34-5,5/195;124;0;шт.;Ф2В;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38086;70;"Мотор-редуктор МПО1М-10-7,34-3/195-Ф2В-У2";;121080;1;;;33;"Мотор-редуктор МПО1М-10-7,34-3/195-Ф2В-У2";"Мотор-редуктор МПО1М-10-7,34-3/195-Ф2В-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-3/195-Ф2В-У2";;;1;7,34-3/195;124;0;шт.;Ф2В;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38085;70;"Мотор-редуктор МПО1М-10-5,74-7,5/170-Ф2В-У2";;120820;1;;;32;"Мотор-редуктор МПО1М-10-5,74-7,5/170-Ф2В-У2";"Мотор-редуктор МПО1М-10-5,74-7,5/170-Ф2В-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-7,5/170-Ф2В-У2";;;1;5,74-7,5/170;124;0;шт.;Ф2В;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38084;70;"Мотор-редуктор МПО1М-10-5,74-5,5/170-Ф2В-У2";;120560;1;;;31;"Мотор-редуктор МПО1М-10-5,74-5,5/170-Ф2В-У2";"Мотор-редуктор МПО1М-10-5,74-5,5/170-Ф2В-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-5,5/170-Ф2В-У2";;;1;5,74-5,5/170;124;0;шт.;Ф2В;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38083;70;"Мотор-редуктор МПО1М-10-5,74-3/170-Ф2В-У2";;120300;1;;;30;"Мотор-редуктор МПО1М-10-5,74-3/170-Ф2В-У2";"Мотор-редуктор МПО1М-10-5,74-3/170-Ф2В-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-5,74-3/170-Ф2В-У2";;;1;5,74-3/170;124;0;шт.;Ф2В;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38082;70;"Мотор-редуктор МПО1М-10-7,34-7,5/130-Ф2В-У2";;120040;1;;;29;"Мотор-редуктор МПО1М-10-7,34-7,5/130-Ф2В-У2";"Мотор-редуктор МПО1М-10-7,34-7,5/130-Ф2В-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-7,5/130-Ф2В-У2";;;1;7,34-7,5/130;124;0;шт.;Ф2В;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38081;70;"Мотор-редуктор МПО1М-10-7,34-5,5/130-Ф2В-У2";;119780;1;;;28;"Мотор-редуктор МПО1М-10-7,34-5,5/130-Ф2В-У2";"Мотор-редуктор МПО1М-10-7,34-5,5/130-Ф2В-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-5,5/130-Ф2В-У2";;;1;7,34-5,5/130;124;0;шт.;Ф2В;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
38080;70;"Мотор-редуктор МПО1М-10-7,34-3/130-Ф2В-У2";;119520;1;;;27;"Мотор-редуктор МПО1М-10-7,34-3/130-Ф2В-У2";"Мотор-редуктор МПО1М-10-7,34-3/130-Ф2В-У2";"мпо,ксс,мпо1м,мпо1м-10,мотор,редуктор,мотор-редуктор МПО1М-10-7,34-3/130-Ф2В-У2";;;1;7,34-3/130;124;0;шт.;Ф2В;0;"У2/Агрегаты У2";1740724309;05926e8fc155fab038c7a521bd2c85d2
